airline,source_city,destination_city,departure_time,arrival_time,stops,class,days_before_departure,duration_hours,fare_inr
GoFirst,Pune,Delhi,Early Morning (00-06),Morning (06-12),2+ stops,Economy,8,5.4,5735
SpiceJet,Goa,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,63,1.5,5465
GoFirst,Pune,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,5,1.7,3818
SpiceJet,Goa,Delhi,Night (21-00),Early Morning (00-06),non-stop,Economy,62,2.3,6293
AirAsia India,Kolkata,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,34,1.5,5511
Vistara,Pune,Hyderabad,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,33,2.4,6207
SpiceJet,Hyderabad,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,30,2.3,4763
AirAsia India,Goa,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,6,1.9,5870
Vistara,Delhi,Hyderabad,Evening (18-21),Night (21-00),1 stop,Economy,37,3.3,8315
SpiceJet,Delhi,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Business,12,1.8,7856
AirAsia India,Kolkata,Mumbai,Evening (18-21),Evening (18-21),non-stop,Business,34,1.4,10056
GoFirst,Pune,Bangalore,Night (21-00),Early Morning (00-06),2+ stops,Economy,84,4.1,3958
Air India,Pune,Kolkata,Night (21-00),Early Morning (00-06),2+ stops,Economy,86,5.4,7110
AirAsia India,Jaipur,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,9,4.3,6135
SpiceJet,Pune,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,30,3.4,5760
Vistara,Hyderabad,Pune,Night (21-00),Night (21-00),1 stop,Economy,73,2.6,6572
SpiceJet,Bangalore,Mumbai,Night (21-00),Early Morning (00-06),1 stop,Economy,51,3.1,5079
Vistara,Chennai,Kolkata,Night (21-00),Early Morning (00-06),2+ stops,Economy,58,5.1,7034
Air India,Kolkata,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,69,1.5,6935
AirAsia India,Delhi,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,27,2.8,7396
AirAsia India,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Business,87,1.2,9901
SpiceJet,Jaipur,Mumbai,Evening (18-21),Night (21-00),1 stop,Economy,71,3.2,4724
AirAsia India,Bangalore,Goa,Night (21-00),Night (21-00),1 stop,Economy,80,2.7,3937
Vistara,Goa,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,44,5.7,8351
GoFirst,Hyderabad,Mumbai,Morning (06-12),Morning (06-12),non-stop,Economy,54,1.6,5677
IndiGo,Chennai,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Business,64,4.6,7842
AirAsia India,Mumbai,Pune,Night (21-00),Early Morning (00-06),2+ stops,Economy,63,3.3,3267
GoFirst,Kolkata,Bangalore,Morning (06-12),Morning (06-12),1 stop,Economy,13,4.1,7773
Air India,Bangalore,Delhi,Morning (06-12),Morning (06-12),1 stop,Economy,5,2.9,7950
GoFirst,Kolkata,Jaipur,Night (21-00),Early Morning (00-06),2+ stops,Economy,23,4.7,4601
AirAsia India,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,24,1.5,5660
GoFirst,Jaipur,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,67,3.0,5350
AirAsia India,Bangalore,Jaipur,Evening (18-21),Night (21-00),non-stop,Economy,39,2.7,7333
GoFirst,Goa,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,60,1.2,5876
AirAsia India,Delhi,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,60,3.4,5306
Air India,Mumbai,Kolkata,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,2,1.8,8563
Vistara,Mumbai,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,42,2.8,6637
Vistara,Chennai,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Business,78,1.5,9378
GoFirst,Goa,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,53,2.6,7100
Vistara,Delhi,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,51,1.8,8759
Air India,Jaipur,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,1,1.0,7191
SpiceJet,Ahmedabad,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,15,3.3,4848
AirAsia India,Bangalore,Delhi,Night (21-00),Night (21-00),non-stop,Economy,86,1.5,4900
GoFirst,Goa,Jaipur,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,32,1.1,5025
SpiceJet,Bangalore,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,68,2.4,4384
AirAsia India,Bangalore,Pune,Evening (18-21),Evening (18-21),non-stop,Economy,3,1.5,6065
SpiceJet,Ahmedabad,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,21,1.4,5762
AirAsia India,Bangalore,Pune,Evening (18-21),Night (21-00),1 stop,Business,60,2.6,6869
AirAsia India,Jaipur,Ahmedabad,Evening (18-21),Evening (18-21),1 stop,Economy,29,2.3,4722
Vistara,Kolkata,Bangalore,Afternoon (12-18),Evening (18-21),1 stop,Economy,87,4.1,9067
Air India,Ahmedabad,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,64,1.2,6817
GoFirst,Pune,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Business,48,2.8,7520
AirAsia India,Hyderabad,Pune,Night (21-00),Night (21-00),1 stop,Economy,10,2.4,4171
Vistara,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,82,2.6,8054
AirAsia India,Jaipur,Chennai,Night (21-00),Early Morning (00-06),non-stop,Economy,76,2.7,5866
GoFirst,Ahmedabad,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,66,0.8,4493
SpiceJet,Hyderabad,Kolkata,Afternoon (12-18),Evening (18-21),1 stop,Business,24,3.9,11056
SpiceJet,Hyderabad,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,82,4.3,4673
AirAsia India,Bangalore,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,47,1.4,6036
GoFirst,Jaipur,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,70,4.1,5491
Vistara,Ahmedabad,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,43,3.3,7032
IndiGo,Chennai,Pune,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,55,1.7,6090
Vistara,Kolkata,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,83,3.3,7718
Vistara,Bangalore,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,48,3.1,7945
GoFirst,Ahmedabad,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Economy,49,4.6,5251
Vistara,Pune,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,85,3.1,7018
AirAsia India,Pune,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,23,3.0,4536
IndiGo,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,76,4.3,5617
IndiGo,Delhi,Ahmedabad,Night (21-00),Early Morning (00-06),2+ stops,Economy,2,4.5,5011
GoFirst,Pune,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,30,3.3,6443
Vistara,Mumbai,Kolkata,Morning (06-12),Afternoon (12-18),2+ stops,Economy,57,4.2,7216
GoFirst,Kolkata,Chennai,Evening (18-21),Evening (18-21),non-stop,Economy,48,1.5,6652
AirAsia India,Pune,Hyderabad,Night (21-00),Night (21-00),non-stop,Business,26,0.9,5877
AirAsia India,Kolkata,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,31,1.5,5738
Air India,Goa,Chennai,Evening (18-21),Night (21-00),1 stop,Economy,4,3.0,6993
GoFirst,Hyderabad,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,72,3.8,4983
GoFirst,Pune,Bangalore,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,47,1.0,4694
IndiGo,Bangalore,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,53,1.2,4345
GoFirst,Kolkata,Chennai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,39,3.9,5005
SpiceJet,Mumbai,Pune,Evening (18-21),Evening (18-21),1 stop,Business,15,1.8,3983
AirAsia India,Bangalore,Kolkata,Evening (18-21),Night (21-00),1 stop,Economy,82,4.4,6501
SpiceJet,Hyderabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,13,1.6,4933
SpiceJet,Kolkata,Chennai,Morning (06-12),Morning (06-12),1 stop,Business,28,3.4,12101
Air India,Pune,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,33,1.2,5834
IndiGo,Pune,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,44,0.9,4660
Air India,Goa,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,18,1.7,11656
GoFirst,Delhi,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,79,3.0,5671
Vistara,Chennai,Delhi,Morning (06-12),Afternoon (12-18),2+ stops,Economy,59,4.6,7350
Air India,Delhi,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,10,3.2,8460
SpiceJet,Chennai,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,68,3.2,5221
Air India,Mumbai,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,30,1.0,7726
SpiceJet,Jaipur,Hyderabad,Night (21-00),Night (21-00),non-stop,Economy,41,1.8,5483
SpiceJet,Hyderabad,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,28,3.0,5566
Air India,Delhi,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,21,3.3,7732
IndiGo,Chennai,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,81,1.9,3959
SpiceJet,Chennai,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,67,3.2,5424
SpiceJet,Ahmedabad,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,23,2.8,3886
SpiceJet,Delhi,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,8,1.4,5312
GoFirst,Ahmedabad,Chennai,Evening (18-21),Night (21-00),2+ stops,Business,6,4.1,9044
SpiceJet,Bangalore,Goa,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,33,2.5,4108
SpiceJet,Kolkata,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,2,3.8,7298
GoFirst,Delhi,Chennai,Early Morning (00-06),Morning (06-12),2+ stops,Economy,3,4.1,5292
AirAsia India,Bangalore,Delhi,Morning (06-12),Morning (06-12),non-stop,Economy,67,1.6,5392
GoFirst,Goa,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,1,0.9,5222
GoFirst,Hyderabad,Chennai,Afternoon (12-18),Evening (18-21),2+ stops,Economy,80,3.9,4228
Air India,Ahmedabad,Mumbai,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,58,2.9,5626
GoFirst,Bangalore,Chennai,Evening (18-21),Evening (18-21),1 stop,Economy,29,2.3,4058
AirAsia India,Chennai,Jaipur,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,12,4.4,5715
AirAsia India,Chennai,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,73,3.3,4674
AirAsia India,Hyderabad,Goa,Night (21-00),Night (21-00),non-stop,Economy,54,1.7,5085
IndiGo,Pune,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,44,1.7,6650
SpiceJet,Goa,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,73,3.0,6018
SpiceJet,Ahmedabad,Pune,Night (21-00),Early Morning (00-06),2+ stops,Economy,34,4.4,4231
SpiceJet,Pune,Mumbai,Evening (18-21),Evening (18-21),non-stop,Economy,81,0.8,3528
Air India,Hyderabad,Goa,Evening (18-21),Night (21-00),1 stop,Economy,1,2.9,7763
GoFirst,Jaipur,Hyderabad,Evening (18-21),Night (21-00),2+ stops,Economy,63,4.6,4942
IndiGo,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,74,2.7,5466
GoFirst,Hyderabad,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,82,1.6,5111
Air India,Chennai,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,79,1.7,7456
AirAsia India,Kolkata,Bangalore,Night (21-00),Early Morning (00-06),1 stop,Economy,44,3.8,5564
Air India,Ahmedabad,Pune,Evening (18-21),Evening (18-21),non-stop,Business,13,1.4,13007
AirAsia India,Bangalore,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,65,2.3,3745
AirAsia India,Kolkata,Chennai,Morning (06-12),Morning (06-12),1 stop,Economy,70,3.1,5678
IndiGo,Kolkata,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,14,3.6,7379
GoFirst,Ahmedabad,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,66,1.4,4349
Vistara,Goa,Delhi,Morning (06-12),Morning (06-12),1 stop,Business,86,4.4,16940
Vistara,Pune,Ahmedabad,Night (21-00),Night (21-00),non-stop,Business,27,1.6,10751
GoFirst,Goa,Jaipur,Morning (06-12),Morning (06-12),1 stop,Economy,36,2.8,5174
Vistara,Chennai,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,16,2.4,7467
IndiGo,Kolkata,Jaipur,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,78,2.9,5128
SpiceJet,Mumbai,Kolkata,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,58,3.0,4251
Air India,Delhi,Goa,Evening (18-21),Night (21-00),1 stop,Economy,82,4.2,8060
GoFirst,Pune,Delhi,Evening (18-21),Night (21-00),non-stop,Economy,13,1.8,6501
GoFirst,Hyderabad,Pune,Morning (06-12),Morning (06-12),1 stop,Economy,26,1.9,4719
Air India,Ahmedabad,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,37,3.1,7032
Air India,Mumbai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,66,2.8,6793
SpiceJet,Goa,Mumbai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,35,1.1,4437
SpiceJet,Hyderabad,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,17,3.2,5697
AirAsia India,Pune,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,29,1.5,5019
IndiGo,Chennai,Jaipur,Evening (18-21),Night (21-00),non-stop,Business,27,2.9,15136
IndiGo,Kolkata,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,75,3.5,6032
AirAsia India,Mumbai,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,26,1.4,4815
SpiceJet,Jaipur,Pune,Evening (18-21),Night (21-00),1 stop,Economy,27,2.7,5362
SpiceJet,Chennai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,61,3.1,4618
SpiceJet,Ahmedabad,Bangalore,Evening (18-21),Night (21-00),1 stop,Business,77,3.1,7981
GoFirst,Hyderabad,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,54,2.8,5642
IndiGo,Mumbai,Ahmedabad,Night (21-00),Early Morning (00-06),1 stop,Economy,45,3.2,5228
GoFirst,Hyderabad,Mumbai,Afternoon (12-18),Evening (18-21),2+ stops,Business,37,4.3,7852
Vistara,Mumbai,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,80,1.8,11121
AirAsia India,Kolkata,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,81,2.1,5513
Vistara,Jaipur,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,49,1.8,7012
Air India,Ahmedabad,Pune,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,52,1.8,6641
Air India,Delhi,Mumbai,Night (21-00),Early Morning (00-06),non-stop,Economy,78,2.2,6944
AirAsia India,Chennai,Jaipur,Evening (18-21),Night (21-00),non-stop,Economy,39,2.5,7551
Air India,Ahmedabad,Goa,Evening (18-21),Evening (18-21),non-stop,Economy,57,1.6,7661
Air India,Kolkata,Jaipur,Night (21-00),Night (21-00),non-stop,Economy,78,1.5,6657
GoFirst,Mumbai,Ahmedabad,Night (21-00),Night (21-00),non-stop,Economy,72,1.1,4981
AirAsia India,Bangalore,Delhi,Early Morning (00-06),Early Morning (00-06),1 stop,Economy,82,2.5,4098
SpiceJet,Ahmedabad,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,8,1.7,5464
SpiceJet,Jaipur,Goa,Night (21-00),Night (21-00),non-stop,Economy,53,1.8,5093
SpiceJet,Ahmedabad,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,17,3.2,5313
Vistara,Bangalore,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,13,0.8,7301
Vistara,Mumbai,Jaipur,Evening (18-21),Evening (18-21),non-stop,Business,53,1.6,12505
SpiceJet,Bangalore,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,41,4.4,7085
GoFirst,Chennai,Hyderabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,66,0.9,4560
Vistara,Delhi,Bangalore,Morning (06-12),Morning (06-12),1 stop,Business,45,3.0,12340
Air India,Jaipur,Delhi,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,20,1.5,5541
SpiceJet,Bangalore,Pune,Evening (18-21),Night (21-00),1 stop,Economy,18,2.6,4790
Vistara,Goa,Hyderabad,Afternoon (12-18),Afternoon (12-18),non-stop,Business,84,1.3,11027
IndiGo,Mumbai,Bangalore,Night (21-00),Night (21-00),non-stop,Economy,60,1.2,5274
AirAsia India,Kolkata,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,16,1.5,5206
AirAsia India,Hyderabad,Bangalore,Evening (18-21),Evening (18-21),1 stop,Economy,12,1.9,4219
Air India,Bangalore,Kolkata,Morning (06-12),Morning (06-12),non-stop,Business,26,2.6,19328
GoFirst,Delhi,Pune,Evening (18-21),Night (21-00),1 stop,Business,55,3.3,10733
AirAsia India,Kolkata,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Business,12,3.1,8723
Vistara,Delhi,Pune,Afternoon (12-18),Evening (18-21),1 stop,Economy,70,3.5,7865
IndiGo,Mumbai,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Economy,12,1.5,6276
IndiGo,Chennai,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,33,2.8,7360
IndiGo,Delhi,Pune,Morning (06-12),Afternoon (12-18),2+ stops,Economy,65,5.0,5612
GoFirst,Mumbai,Jaipur,Morning (06-12),Morning (06-12),non-stop,Economy,25,1.3,5728
Vistara,Pune,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,36,3.8,9595
AirAsia India,Goa,Ahmedabad,Morning (06-12),Morning (06-12),1 stop,Economy,84,2.9,5329
AirAsia India,Kolkata,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,19,2.8,5128
AirAsia India,Chennai,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,43,1.2,4542
GoFirst,Hyderabad,Bangalore,Evening (18-21),Evening (18-21),non-stop,Business,10,0.9,7731
GoFirst,Bangalore,Kolkata,Night (21-00),Early Morning (00-06),non-stop,Economy,5,2.9,7342
GoFirst,Ahmedabad,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Economy,24,3.3,5446
IndiGo,Kolkata,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Business,82,1.6,8665
Air India,Ahmedabad,Goa,Evening (18-21),Night (21-00),2+ stops,Economy,68,4.5,6650
Vistara,Kolkata,Bangalore,Afternoon (12-18),Evening (18-21),1 stop,Economy,38,4.4,8979
Air India,Hyderabad,Kolkata,Evening (18-21),Night (21-00),non-stop,Economy,25,2.4,8433
SpiceJet,Pune,Hyderabad,Night (21-00),Night (21-00),1 stop,Economy,6,2.1,4608
AirAsia India,Jaipur,Goa,Morning (06-12),Morning (06-12),1 stop,Economy,39,2.6,5322
GoFirst,Kolkata,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,14,3.3,4994
IndiGo,Pune,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,46,1.1,5848
SpiceJet,Kolkata,Delhi,Evening (18-21),Night (21-00),1 stop,Business,19,3.2,10300
SpiceJet,Chennai,Delhi,Afternoon (12-18),Afternoon (12-18),non-stop,Business,76,1.1,8888
Air India,Bangalore,Chennai,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,79,0.8,5472
AirAsia India,Ahmedabad,Pune,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,54,2.8,5117
Vistara,Jaipur,Ahmedabad,Night (21-00),Night (21-00),1 stop,Economy,80,2.4,6428
IndiGo,Goa,Delhi,Night (21-00),Early Morning (00-06),non-stop,Economy,65,2.8,6081
AirAsia India,Goa,Ahmedabad,Afternoon (12-18),Evening (18-21),2+ stops,Economy,64,4.6,4674
AirAsia India,Chennai,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Business,18,3.5,8654
Vistara,Chennai,Delhi,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,37,1.5,7133
Vistara,Delhi,Chennai,Early Morning (00-06),Morning (06-12),2+ stops,Economy,63,4.4,7260
SpiceJet,Pune,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,39,2.3,4125
AirAsia India,Mumbai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,40,3.7,5758
GoFirst,Kolkata,Mumbai,Morning (06-12),Morning (06-12),1 stop,Economy,8,2.8,5735
SpiceJet,Ahmedabad,Kolkata,Evening (18-21),Evening (18-21),non-stop,Economy,8,1.9,5761
GoFirst,Chennai,Delhi,Night (21-00),Early Morning (00-06),2+ stops,Economy,6,4.8,5171
Air India,Jaipur,Goa,Night (21-00),Early Morning (00-06),1 stop,Economy,2,2.9,7050
Air India,Mumbai,Goa,Early Morning (00-06),Morning (06-12),2+ stops,Economy,43,4.6,6500
AirAsia India,Pune,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Economy,52,3.9,4293
Vistara,Mumbai,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,8,1.4,7902
Air India,Delhi,Pune,Evening (18-21),Night (21-00),1 stop,Economy,79,3.4,7148
Vistara,Jaipur,Goa,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,43,3.1,7423
IndiGo,Goa,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,89,3.0,5871
GoFirst,Hyderabad,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,90,1.1,5034
AirAsia India,Mumbai,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,23,1.1,5680
GoFirst,Delhi,Chennai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,63,2.7,5088
AirAsia India,Jaipur,Goa,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,81,1.4,4786
IndiGo,Mumbai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,66,3.1,5099
GoFirst,Chennai,Jaipur,Evening (18-21),Night (21-00),non-stop,Economy,89,2.7,6926
SpiceJet,Pune,Mumbai,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,47,1.9,3319
Air India,Mumbai,Goa,Morning (06-12),Morning (06-12),non-stop,Economy,25,1.6,7507
IndiGo,Goa,Hyderabad,Morning (06-12),Morning (06-12),non-stop,Business,61,1.3,9953
IndiGo,Hyderabad,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,23,1.1,5306
SpiceJet,Ahmedabad,Hyderabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,84,3.0,4778
AirAsia India,Pune,Goa,Night (21-00),Night (21-00),non-stop,Economy,74,1.8,4779
IndiGo,Delhi,Kolkata,Night (21-00),Early Morning (00-06),1 stop,Economy,17,3.2,5280
IndiGo,Delhi,Kolkata,Early Morning (00-06),Morning (06-12),2+ stops,Economy,5,4.6,5763
AirAsia India,Kolkata,Hyderabad,Night (21-00),Early Morning (00-06),non-stop,Economy,34,2.3,5579
SpiceJet,Jaipur,Kolkata,Morning (06-12),Morning (06-12),1 stop,Economy,59,2.7,5833
IndiGo,Chennai,Jaipur,Afternoon (12-18),Evening (18-21),1 stop,Economy,62,4.4,7096
GoFirst,Kolkata,Ahmedabad,Morning (06-12),Morning (06-12),non-stop,Economy,80,1.5,6035
GoFirst,Goa,Jaipur,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,55,1.6,5510
GoFirst,Chennai,Jaipur,Evening (18-21),Night (21-00),1 stop,Economy,51,4.2,7303
Vistara,Jaipur,Goa,Night (21-00),Early Morning (00-06),2+ stops,Economy,15,4.2,6630
AirAsia India,Jaipur,Pune,Night (21-00),Early Morning (00-06),1 stop,Economy,1,3.0,5467
GoFirst,Kolkata,Hyderabad,Morning (06-12),Morning (06-12),1 stop,Business,31,3.2,13216
GoFirst,Ahmedabad,Chennai,Night (21-00),Early Morning (00-06),1 stop,Economy,36,3.0,5047
Air India,Ahmedabad,Delhi,Evening (18-21),Evening (18-21),non-stop,Economy,82,1.0,7400
Air India,Mumbai,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,3,3.9,8437
AirAsia India,Hyderabad,Bangalore,Morning (06-12),Morning (06-12),non-stop,Economy,80,0.9,4133
SpiceJet,Bangalore,Jaipur,Evening (18-21),Night (21-00),non-stop,Economy,61,2.8,6761
SpiceJet,Kolkata,Jaipur,Evening (18-21),Evening (18-21),non-stop,Economy,82,1.4,5361
IndiGo,Goa,Pune,Evening (18-21),Night (21-00),1 stop,Economy,5,3.0,5679
GoFirst,Chennai,Ahmedabad,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,25,1.9,5451
AirAsia India,Mumbai,Bangalore,Evening (18-21),Night (21-00),1 stop,Economy,35,2.8,4737
Vistara,Pune,Bangalore,Afternoon (12-18),Afternoon (12-18),non-stop,Business,2,1.5,13141
SpiceJet,Pune,Mumbai,Afternoon (12-18),Afternoon (12-18),non-stop,Economy,50,0.8,3473
SpiceJet,Jaipur,Hyderabad,Evening (18-21),Evening (18-21),non-stop,Business,1,2.0,15571
AirAsia India,Mumbai,Chennai,Morning (06-12),Morning (06-12),non-stop,Economy,20,1.2,5648
Air India,Kolkata,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Economy,22,1.2,7511
Vistara,Goa,Ahmedabad,Morning (06-12),Afternoon (12-18),2+ stops,Economy,28,4.4,7790
AirAsia India,Jaipur,Chennai,Evening (18-21),Night (21-00),non-stop,Economy,40,2.4,7252
AirAsia India,Chennai,Bangalore,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,7,2.1,3738
GoFirst,Bangalore,Ahmedabad,Afternoon (12-18),Afternoon (12-18),1 stop,Economy,19,2.9,5162
Air India,Pune,Bangalore,Afternoon (12-18),Evening (18-21),2+ stops,Economy,58,4.2,6405
Air India,Chennai,Ahmedabad,Evening (18-21),Evening (18-21),non-stop,Business,13,1.4,12949
Vistara,Hyderabad,Delhi,Evening (18-21),Night (21-00),1 stop,Economy,68,3.3,7406
AirAsia India,Pune,Bangalore,Evening (18-21),Evening (18-21),non-stop,Economy,26,1.4,5289
Vistara,Kolkata,Hyderabad,Evening (18-21),Night (21-00),1 stop,Economy,52,3.5,8266
IndiGo,Mumbai,Ahmedabad,Early Morning (00-06),Early Morning (00-06),non-stop,Economy,79,1.5,4768
GoFirst,Delhi,Kolkata,Morning (06-12),Morning (06-12),non-stop,Economy,36,1.5,6755
